Date,Close,High,Low,Open,Volume,Daily Return,MA_30,MA_100,Volatility_30
2020-01-02,207.3291931152344,207.61232598761012,203.64837126621416,204.391610245008,3736300,,,,
2020-01-03,204.90480041503903,205.8161558543292,203.77224193706363,204.9225004384592,2274500,-0.01169344588558685,,,
2020-01-06,207.00181579589844,207.06375913174512,203.0555608624581,203.44486689757989,3329300,0.0102340959148437,,,
2020-01-07,208.36444091796875,210.3818117611472,207.71851825678536,207.93087805649597,5255200,0.0065826723153668,,,
2020-01-08,210.3729553222656,212.1337365570264,208.35558447597697,208.53254422542688,3564700,0.009639429815606393,,,
2020-01-09,214.6554107666016,215.3632496123875,212.19563432436192,213.54053893228365,3980700,0.020356492296149886,,,
2020-01-10,214.22190856933597,215.35446724421985,213.5848426270682,214.7881879067779,2248100,-0.0020195260660677006,,,
2020-01-13,216.96478271484372,217.7611082107411,215.0093420177108,216.2834736120756,3359200,0.012803891832660064,,,
2020-01-14,217.3629608154297,219.8935241604299,216.42506207587755,217.0621279180568,4302800,0.0018352199633675514,,,
2020-01-15,216.96478271484372,220.76062071365777,211.61166676684545,214.124529910642,5411200,-0.0018318581008107682,,,
2020-01-16,220.955322265625,221.0438088935395,217.8673225672375,218.5574750612462,3968400,0.01839256814331036,,,
2020-01-17,220.72528076171875,221.61009305555825,219.4334488722008,221.40657650713695,3108400,-0.0010411222574204793,,,
2020-01-21,217.39833068847656,220.18549690954137,217.30985757900288,218.734405602793,2492400,-0.015072809339106708,,,
2020-01-22,218.5928649902344,219.8935400535952,217.96464236392652,218.20354544730145,2030900,0.005494680193609991,,,
2020-01-23,217.2921905517578,218.54862230682343,214.9032002146284,216.3365917166734,2806800,-0.005950214516538321,,,
2020-01-24,214.05374145507807,217.40718687227215,212.8857965045374,216.8409076687334,2877400,-0.01490366077334182,,,
2020-01-27,210.70919799804688,211.46129384428968,207.939731212636,209.14307646592607,2506200,-0.015624783917795204,,,
2020-01-28,214.6376953125,215.5225073072744,210.629498056265,211.9036294889256,3123000,0.018644166233737547,,,
2020-01-29,212.4611358642578,218.10624294315943,211.97449987566145,216.3543182811836,3711600,-0.010140620663454447,,,
2020-01-30,216.0092010498047,216.195004046288,209.46158284056756,210.31100847083547,3261700,0.016699831576791224,,,
2020-01-31,210.36410522460935,214.9120394936249,209.5943229138757,214.1157138963944,3482800,-0.0261335896700704,,,
2020-02-03,211.47894287109372,214.469612198505,210.6295307847745,210.90382038558928,2733000,0.005299562134395641,,,
2020-02-04,214.07144165039065,215.66410613074345,213.72636547141096,214.9031671846394,3052500,0.012258897950313541,,,
2020-02-05,216.15966796875,216.89406386712508,215.00940917007617,216.7701906734935,3126600,0.009754810367324618,,,
