Date,Close,High,Low,Open,Volume,Daily Return,MA_30,MA_100,Volatility_30
2020-01-02,72.71607208251953,72.77659819422657,71.46681225027338,71.72101896406637,135480400,,,,
2020-01-03,72.00912475585938,72.7717522953066,71.78396939069293,71.94133580542943,146322800,-0.009722023019311354,,,
2020-01-06,72.5829086303711,72.62164622763687,70.87607527260708,71.12786596061405,118387200,0.007968210646318585,,,
2020-01-07,72.24153137207031,72.84920835752393,72.021215493932,72.59257829912976,108872000,-0.004703273328976798,,,
2020-01-08,73.40364837646484,73.70627893727402,71.943758846659,71.943758846659,132079200,0.01608654997094683,,,
2020-01-09,74.96279907226562,75.15647966923257,74.13238261481911,74.3841659131879,170108400,0.021240779311191282,,,
2020-01-10,75.13228607177734,75.69881710238332,74.62871196378013,75.19765901523964,140644800,0.0022609481183903934,,,
2020-01-13,76.73741149902344,76.76404682603398,75.3307854721379,75.44942165682815,121532000,0.02136399025197555,,,
2020-01-14,75.70121002197266,76.88510420958616,75.57774178905865,76.6744745414686,161954400,-0.013503211234379031,,,
2020-01-15,75.37680053710938,76.38395596192076,74.94343149157285,75.50027617412253,121923600,-0.004285393651820346,,,
2020-01-16,76.32099151611328,76.43236486391163,75.55836410557868,75.92152071901803,108829200,0.01252628092829533,,,
2020-01-17,77.16596221923828,77.16837823985516,76.26290986480943,76.57037988918707,137816400,0.011071275232929834,,,
2020-01-21,76.64299774169922,77.23614913553814,76.5049964495613,76.79310129941813,110843200,-0.006777139330593096,,,
2020-01-22,76.91658020019531,77.47099402402007,76.82215592624772,77.1296258918447,101832400,0.003569568865483541,,,
2020-01-23,77.28700256347656,77.3668937772688,76.42026453610515,76.96984634011159,104472000,0.004815897460822338,,,
2020-01-24,77.06425476074219,78.27961624864055,76.87299020657808,77.53393791090298,146537600,-0.0028820861897371763,,,
2020-01-27,74.79817962646484,75.48090862271498,73.81281265158368,75.06691204410036,161940000,-0.029405009382270975,,,
2020-01-28,76.91417694091797,77.08606906211398,75.58260222996032,75.68186595866302,162234000,0.02828942261723766,,,
2020-01-29,78.52415466308594,79.37394362780475,77.80752757594179,78.55078999397739,216229200,0.020932132231027856,,,
2020-01-30,78.41035461425781,78.46361788035526,77.1707812088342,77.60415017442514,126743200,-0.0014492362167589645,,,
2020-01-31,74.93374633789062,78.12225762194025,74.63837863048332,77.69857485901245,199588400,-0.04433863733266441,,,
2020-02-03,74.72795867919922,75.89731989448796,73.16880546652003,73.67237945985059,173788400,-0.0027462614475922686,,,
2020-02-04,77.19499969482422,77.38626426505087,75.93121426303615,76.33794793595989,136616400,0.03301362782055639,,,
2020-02-05,77.82449340820312,78.62585870108742,77.2192321665417,78.32564410108219,118826800,0.008154591824178992,,,
2020-02-06,78.73479461669922,78.73721802576215,77.53638189287197,78.0956426416798,105425600,0.011696847208775285,,,
2020-02-07,77.66456604003906,78.48239314790939,77.17192792843306,78.23243405494627,117684000,-0.013592828708962723,,,
2020-02-10,78.03343200683594,78.03343200683594,76.16480809009461,76.24488890405078,109348800,0.004749475669595604,,,
2020-02-11,77.56263732910156,78.60373238920275,77.34422769426291,78.53093164624849,94323200,-0.006033243260313514,,,
2020-02-12,79.40455627441406,79.40940718731676,78.01400320949237,78.01400320949237,113730400,0.023747502776332308,,,
2020-02-13,78.83914947509766,79.16676770573471,78.47027994928578,78.6741294824432,94747600,-0.0071205838284948975,76.19429270426433,,
2020-02-14,78.85855865478516,79.10851777495836,78.34893117896286,78.80759072301922,80113600,0.00024618707604950885,76.39904225667318,,0.016515866235982935
2020-02-18,77.41459655761719,77.59660579717271,76.34923225388421,76.53124149343974,152531200,-0.01831078480002557,76.5792246500651,,0.016812884005412167
2020-02-19,78.5357894897461,78.76633753940254,77.65729255269991,77.65729255269991,93984000,0.014482965512769175,76.77765401204427,,0.016926927880349395
2020-02-20,77.73008728027344,78.78574250032466,77.22288901629881,78.29553354521413,100566000,-0.010259045139895728,76.96060587565104,,0.017041514405784473
2020-02-21,75.97067260742188,77.76650347779221,75.3518440007245,77.32239667498202,129554000,-0.022634924704350246,77.04617335001628,,0.01744522810871683
2020-02-24,72.36202239990234,73.81809639904387,70.19004979476811,72.13876186738017,222195200,-0.04750056941271552,76.95948079427083,,0.019164695753189534
2020-02-25,69.9109878540039,73.41770360998564,69.4377680797705,73.03427391263857,230673600,-0.033871835869277,76.78543752034506,,0.020067028045505825
2020-02-26,71.02001953125,72.28923357582319,69.5275449173606,69.53482499231708,198054800,0.015863481711374083,76.59485778808593,,0.019868432184837016
2020-02-27,66.3775634765625,69.40620033933959,66.24166381662789,68.21707461192374,320605600,-0.06536827341542395,76.2840695699056,,0.02289518092469425
2020-02-28,66.33873748779297,67.56427105877654,62.21562305087625,62.43161094700909,426510000,-0.0005849263928351389,75.98280080159505,,0.022904191510683108
2020-03-02,72.51492309570312,73.15317015362184,67.39682304876307,68.50343887480543,341397200,0.09310074086119946,75.85593185424804,,0.028858131356213207
2020-03-03,70.21189880371094,73.77442519005979,69.3576638774749,73.69434436871329,319475600,-0.031759315099220586,75.62412974039714,,0.029281116002225972
2020-03-04,73.46862030029297,73.62878929022646,71.13647922986904,71.9397459328869,219178400,0.046384182055619005,75.51831715901693,,0.03060651514302754
2020-03-05,71.08553314208984,72.69448862777347,70.71908549659396,71.71649259248731,187572800,-0.0324368029297758,75.32394892374674,,0.031124352859663654
2020-03-06,70.14151763916016,70.5759151634938,68.24862422437134,68.43548440571074,226176800,-0.013279994693754849,75.0857660929362,,0.031159815946482598
2020-03-09,64.5938720703125,67.48660157527603,63.82457638904733,64.00658563730508,286744800,-0.07909218043138544,74.67008666992187,,0.03413437048680169
2020-03-10,69.24604034423828,69.5129887846972,65.37045555760074,67.25607654604191,285290000,0.07202182072103902,74.48501536051432,,0.03659896125982881
2020-03-11,66.84107971191406,68.24619329059158,65.9747138459021,67.31673591637701,255598800,-0.03473065926035046,74.14924545288086,,0.036613628279503804
2020-03-12,60.24020385742188,65.52332643697281,60.18438872729354,62.11126047499214,418474000,-0.0987547759991616,73.53978042602539,,0.04015049958812958
2020-03-13,67.45750427246094,67.93073144161406,61.38567264424702,64.28326515957993,370732000,0.11980869839220909,73.17468541463217,,0.04644429812950625
2020-03-16,58.7792854309082,62.873275496652674,58.24296318228996,58.716186517548486,322423600,-0.12864719700422655,72.63620338439941,,0.051270984482363044
2020-03-17,61.36381530761719,62.51653691510791,57.854675154193,60.06548110830406,324056000,0.043970079897397873,72.19073193868002,,0.05210050711875102
2020-03-18,59.86162567138672,60.66974714775329,57.544040589745045,58.18714213130372,300233600,-0.024480056018355123,71.61295280456542,,0.05170134721601388
2020-03-19,59.402976989746094,61.35896952139999,58.87636390068454,60.03636945225578,271857200,-0.007661814668355249,70.99890225728353,,0.05162057388847965
2020-03-20,55.631744384765625,61.11386300197094,55.33082104251128,59.985403245758334,401693200,-0.06348558264397164,70.22880058288574,,0.05246607394172045
2020-03-23,54.44989776611328,55.45216343682044,51.59599344484774,55.350238679238295,336752800,-0.021244104992975688,69.45497830708821,,0.05250184914033052
2020-03-24,59.9126091003418,60.10917855165599,56.859706000541046,57.35962428486816,287531200,0.10032546539744325,68.85095087687175,,0.05622265692203751
2020-03-25,59.582557678222656,62.67186075528643,59.28648895944169,60.851767993758266,303602000,-0.00550888080281009,68.25161488850911,,0.05622312765809565
2020-03-26,62.717960357666016,62.77620094683011,59.78639763980699,59.82522716790813,252087200,0.05262282791511219,67.69539502461751,,0.057013276197360296
2020-03-27,60.12129974365234,62.09427759244869,59.9538506329564,61.33712026024568,204216800,-0.0414021852624914,67.071466700236,,0.05737346274517649
