Price,Close,High,Low,Open,Volume
Ticker,GS,GS,GS,GS,GS
Date,,,,,
2020-02-24,198.6757049560547,200.5780590905433,196.9060807385739,197.51660325379058,4139400
2020-02-25,192.5439453125,199.85248777904562,191.02206754931075,198.8880459120129,5343100
2020-02-26,190.9247589111328,194.65866715205144,190.0222467649208,193.5084086913752,4171100
2020-02-27,181.99705505371094,188.88973734325594,181.713908620184,186.24415704845956,5848200
2020-02-28,178.7299041748047,180.04742914832215,173.45979069702284,177.23432390499917,6727100
2020-03-02,186.47482299804688,186.60835087857734,175.93459667189427,179.29963509837302,5285500
2020-03-03,181.09788513183594,188.54014283593196,179.9316962908065,186.056429018688,5677200
2020-03-04,185.82498168945312,185.9852151607624,180.44803214586886,183.24332923186716,3520400
2020-03-05,176.96725463867188,181.133501350477,175.32924914815894,179.22842649910146,4151500
2020-03-06,171.6793670654297,174.7506311240575,168.50126709942896,169.74757282116636,5071900
2020-03-09,153.83929443359375,159.57232750883952,151.48021106429817,154.52476932312425,6443000
2020-03-10,164.11245727539062,165.04717965731726,154.2665889767001,161.68214104798813,6803900
2020-03-11,153.0203094482422,160.9254877593412,152.20130656847195,158.88687110085417,5314000
2020-03-12,134.13868713378906,148.44456574727766,133.53334250129924,142.4355653347192,8357700
2020-03-13,157.720703125,158.0678893223776,135.62538991974958,144.94601966132822,6368400
2020-03-16,137.6817626953125,150.9282592155077,133.53332416451076,133.7380714581236,6888000
2020-03-17,141.25160217285156,148.43570425419668,133.53337474276577,139.76493223076153,6876300
2020-03-18,124.6489028930664,138.84794274509684,120.54497844739556,133.53331569378722,9543200
2020-03-19,133.07933044433594,135.74999722246557,116.48558807290577,122.29873833993749,6548200
2020-03-20,123.21564483642578,132.81223804344242,123.1088089468819,132.63419633915103,7561300
2020-03-23,120.1532974243164,126.35814755504701,118.63101140941974,121.09693083007225,5472600
2020-03-24,136.73812866210938,137.0051844420706,127.86261267574191,128.47686813707693,6647400
2020-03-25,138.1001739501953,144.40294874334356,129.36709635945974,137.6283572718578,8587800
2020-03-26,147.58993530273438,149.25466008458227,137.37018806033626,139.20404365300715,6762200
2020-03-27,140.9578094482422,145.7561075691472,139.7649147101707,141.61657890452966,4186700
2020-03-30,142.09725952148438,142.81833731133622,136.36422652919757,141.11802327718044,4152800
2020-03-31,137.61941528320312,143.414769178387,136.8449264924479,140.77080876008029,3588200
2020-04-01,129.3403778076172,133.15054133083885,129.0822193457593,130.06146920186742,4689100
2020-04-02,133.4709930419922,133.93391233781,126.11776338011362,127.31956864958113,4446900
2020-04-03,130.80035400390625,134.35234581632682,129.28697883396185,132.82116239721674,2801600
2020-04-06,140.85986328125,141.4830161415741,136.889479639961,138.4028547532377,4689400
2020-04-07,147.79469299316406,150.57218190183883,144.61659322875045,147.77688474577923,4953500
2020-04-08,157.5337371826172,158.54859001615944,150.0469647123053,150.0469647123053,5194800
2020-04-09,164.0323486328125,166.76533748945144,160.03525938153933,160.7563372382851,6445800
2020-04-13,159.510009765625,164.66440399095958,159.4655095219006,163.6673594581847,4774300
2020-04-14,158.66427612304688,163.24892794505365,155.37935450327075,162.33200029739447,4149600
2020-04-15,158.9224395751953,161.7355308482525,150.58104997091104,151.89858834709423,6042700
2020-04-16,157.60491943359375,158.85123856198726,153.4653919753111,157.76516648003093,4662200
2020-04-17,163.3468780517578,164.94036982934836,158.71771169707463,163.3468780517578,5426700
2020-04-20,160.59609985351562,165.8662279008598,158.47737998521384,159.97294695107394,4674800
2020-04-21,154.7294921875,159.52778848901215,154.5959643136133,156.18055847438433,3819000
2020-04-22,156.6613006591797,158.61978680377229,155.31707001267267,158.01444222135996,2314500
2020-04-23,155.83338928222656,159.4120861104774,155.29925056145652,157.5693197491614,2013300
2020-04-24,157.56932067871094,158.41502900515937,154.44464581979486,157.56932067871094,2024400
2020-04-27,163.3914031982422,164.02346703992532,159.10053855956264,159.43882739739712,2743100
2020-04-28,166.48046875,169.51613007710856,164.57539355627628,168.39445486037138,3344700
2020-04-29,169.16891479492188,172.4538367157408,168.7594202110647,171.46568958170351,3086300
2020-04-30,163.28453063964844,166.96115213982068,162.82161135926992,165.58130521297042,2695400
2020-05-01,157.6583709716797,159.88392666815335,157.25776007934326,159.34978786751407,2650200
2020-05-04,156.70584106445312,156.95510223874734,152.86898486330085,155.78891311964614,2990100
2020-05-05,158.7266082763672,162.55456614681893,158.58416947567324,159.43878869612524,3272600
2020-05-06,157.4980926513672,161.30824216112316,155.97582046386827,159.95510076268206,2408700
2020-05-07,162.3052978515625,163.24893109288607,159.5099874506221,159.5099874506221,2480100
2020-05-08,165.0382843017578,165.50120362447794,162.67920103121583,164.71780378352267,2277500
2020-05-11,163.05311584472656,164.55759366928936,161.36168536478203,162.50116879494632,2212200
2020-05-12,157.7562713623047,164.0679430730563,157.34676320118552,163.70294873566712,3549200
2020-05-13,152.94017028808594,157.46250050522352,152.01433163188116,156.37642837989418,3445300
2020-05-14,155.2992706298828,155.593045605898,147.207153541904,150.48316494041208,4176700
2020-05-15,153.0024871826172,154.97878157934667,151.85410650632392,154.4357454868451,2867800
2020-05-18,161.91363525390625,162.99970753978243,156.00255976237875,158.20140991626621,4505800
2020-05-19,158.3082275390625,162.18959717066002,158.21030254623977,160.73853052711797,2210500
2020-05-20,161.5218963623047,163.6495265900734,160.50704373449264,161.08568265298575,2599900
2020-05-21,160.32904052734375,161.2815713180624,158.17469062294157,160.4180546064844,2153500
2020-05-22,160.17762756347656,160.80969111936363,158.51291687810402,160.26665519119322,2176400
2020-05-26,174.5369415283203,175.46278011270434,164.88693729210078,165.25193161063123,5971200
2020-05-27,186.64398193359375,187.57871792138064,178.05332991138656,180.71509906859237,8182100
2020-05-28,179.13047790527344,188.11281492497346,179.12158057511198,187.6944094843122,4886100
2020-05-29,176.01315307617188,179.98148203525335,174.3648949776724,176.67602655958908,3822600
2020-06-01,179.09466552734375,180.74292378546403,174.78593279337792,176.74770826037232,2230800
2020-06-02,182.8659210205078,184.97997846398394,180.33980929396162,182.53448427082682,4128700
2020-06-03,188.6258544921875,189.8441115568812,184.9172835964791,186.7626160960188,3471900
2020-06-04,192.4329376220703,192.5852197462914,186.2878392861095,187.03133034300575,3522300
2020-06-05,195.2098388671875,199.74251744823115,194.9769392424984,198.86465029665783,4737600
2020-06-08,197.79873657226562,199.09762506267396,195.49657095855582,197.09107081607098,3260300
2020-06-09,195.37110900878906,197.09101804622233,192.73749359663054,193.2570515874107,2478400
2020-06-10,191.2684326171875,196.93876562797564,190.62346492230765,194.73512372569874,3091200
2020-06-11,173.8991241455078,185.33831360087214,173.80058703473426,183.36758505402514,4923400
2020-06-12,180.7518768310547,181.7909928996721,175.7623509818564,179.71276076243728,3380800
2020-06-15,184.80979919433594,185.41894141393584,174.8128137830171,175.33237184223873,3467400
2020-06-16,187.7479705810547,192.57626136077388,182.49865887047307,192.57626136077388,3099100
2020-06-17,184.7023162841797,188.82292811718287,184.0304760612159,188.11526242985573,1798300
2020-06-18,182.59718322753906,185.66077253048232,181.5491142819497,182.73155945253598,2051700
2020-06-19,180.61753845214844,185.8041392043707,180.02631574752726,185.4727023860035,4962400
2020-06-22,182.22097778320312,183.26009391457833,179.15738808714778,180.0442220788838,1806900
2020-06-23,183.43923950195312,185.88473390125273,182.41804298707677,184.9799940568365,2451800
2020-06-24,177.3837127685547,181.49537105782957,176.81040974130474,181.25350478533625,2756700
2020-06-25,185.51748657226562,185.77725877883572,177.01646332377376,177.24041006581243,3466500
2020-06-26,169.47390747070312,179.37235437898823,168.86476533689293,178.26157382240604,9530700
2020-06-29,173.30789184570312,173.69307365000637,168.9991590633432,171.43570051371537,3736000
2020-06-30,177.025390625,177.73306988174198,173.44224327151434,173.63931746944584,3102800
2020-07-01,176.98062133789062,178.9244772370899,175.14425549087576,178.1540999696476,2620100
2020-07-02,176.8283233642578,181.84473532338663,176.5864707498175,181.39684188662952,2699400
2020-07-06,185.7503662109375,186.13554800472266,180.16961782900879,180.35772541758476,3567700
2020-07-07,178.58409118652344,184.27234392304723,178.43180904160207,184.08422264483585,2853500
2020-07-08,181.17291259765625,182.068699557348,178.2795245450667,178.74532392269694,2789700
2020-07-09,176.31773376464844,181.39684374939677,174.67844212904873,181.0474874118836,3160100
2020-07-10,184.13796997070312,184.8187768254522,176.3177534392073,176.35357890431928,4414800
2020-07-13,187.1119842529297,190.7847025813596,185.42790039710252,187.21947431398274,4449600
2020-07-14,191.7073516845703,191.9671375428943,185.43684331469544,189.3962198165816,5202000
2020-07-15,194.29615783691406,201.7670303825515,192.3164765982921,200.98768654628026,12516700
2020-07-16,192.29856872558594,197.4851824377691,191.25049971166314,191.25945265979777,5769600
2020-07-17,189.3782958984375,192.7464494387503,189.23496672601001,192.50458316885667,3614300
2020-07-20,189.64703369140625,190.95487479428138,188.339178919909,188.76915276632883,2268700
2020-07-21,189.9247589111328,191.5282115876286,188.4646217629687,190.130786088867,3393500
2020-07-22,184.5321044921875,189.0110390672406,183.94984846488003,188.56314560973527,4978400
2020-07-23,181.8626708984375,184.55003175556323,180.99375646114356,183.7259093996129,4088600
2020-07-24,180.4741668701172,183.5735815296173,180.33980431817594,181.844719574405,3191500
2020-07-27,181.8626708984375,182.90177337503843,178.79011454410585,179.24697463773666,2601200
2020-07-28,180.6085662841797,182.38223434353955,180.1338002789254,180.86835216245063,2139600
2020-07-29,181.46852111816406,182.64199983016778,178.81698574443413,180.68022423191007,2635000
2020-07-30,178.73635864257812,179.14842662980197,175.8429707896067,178.70948612913128,3057900
2020-07-31,177.32997131347656,179.01404130130786,176.0310694426118,179.01404130130786,2399700
2020-08-03,178.61094665527344,179.04988715012385,176.04899561453297,177.8047439253115,2294600
2020-08-04,180.62644958496094,180.69811416910815,177.79576001994405,178.5751038296564,1944700
2020-08-05,183.2063446044922,183.4661167969544,181.85369760811966,181.9970267957102,2232400
2020-08-06,182.96449279785156,184.79189224415907,182.58826390210072,183.63633304068333,1882400
2020-08-07,186.56552124023438,187.040287152213,181.35203548717135,182.27469480053526,3075000
2020-08-10,187.5598602294922,188.68854677109556,186.3594954290433,187.74796781878126,2432800
2020-08-11,189.06478881835938,194.34097333283609,188.59002283503307,190.551798414895,4042700
2020-08-12,190.02328491210938,193.4451838604083,187.46133375800522,192.32545020334572,2439400
2020-08-13,186.6730499267578,190.08599616486566,186.04600176873433,188.482543470161,2219900
2020-08-14,186.29681396484375,187.64944734502737,185.07854316034508,185.83996753889082,2287600
2020-08-17,181.907470703125,186.18933142378603,181.42373807387474,185.4279070144892,3922600
2020-08-18,180.33084106445312,182.3642809563474,180.14273348822823,182.24782429674588,3067900
2020-08-19,181.8626708984375,184.62169635198816,180.74293720796842,181.3072736933004,2458500
2020-08-20,180.81460571289062,182.09557452153712,179.46195863764567,179.83818752554095,1764200
2020-08-21,181.3341522216797,182.15828827358368,178.99616132032838,179.25593353093697,1780900
2020-08-24,185.73248291015625,185.8131004638578,180.33985473252756,181.9433075313024,3097400
2020-08-25,184.5321044921875,188.55419266128968,183.78859971249386,188.10629920378435,2627600
2020-08-26,185.625,185.67874503787453,183.66322410582333,184.4336015421524,2563200
2020-08-27,188.24961853027344,190.80261675714962,184.89938414827841,185.14123677881494,3692400
2020-08-28,186.0639190673828,189.90683918576795,185.5085218467975,189.80830207152093,3697400
2020-08-31,184.63095092773438,186.01882249927965,183.5134589495518,185.19871782076453,3046200
2020-09-01,185.16268920898438,186.2892021747586,182.9547127949637,183.48643736585717,2457000
2020-09-02,189.2902374267578,190.09231417957278,185.08158626298658,185.4600930029395,3565200
2020-09-03,187.05520629882812,193.9674875990757,185.49611634162403,190.83127962841363,3533500
2020-09-04,190.10133361816406,192.27325409265498,185.03653531371882,190.05627034560257,3668900
2020-09-08,182.4770965576172,189.21816093832228,181.38663956314306,188.81260521584466,4574700
2020-09-09,182.24278259277344,184.59494247274583,182.07155040301836,184.01816832121216,4681400
2020-09-10,180.25108337402344,185.0635572601645,179.8365342994881,183.60358709183896,2510300
2020-09-11,181.07119750976562,181.96340078381567,179.29581186682694,180.45838101950244,2376400
2020-09-14,181.44969177246094,183.21607014025585,180.84588247746512,183.21607014025585,2756900
2020-09-15,178.43963623046875,182.57618813366264,178.42160817440316,182.04447736643783,3717600
2020-09-16,180.85488891601562,183.66667459748956,178.50274307160214,178.88124977362426,3571400
2020-09-17,175.5828399658203,180.14296280731378,175.29444601074087,178.62893579728873,4274800
2020-09-18,175.60986328125,177.22302388510684,173.37486528634554,175.74503934392135,9066300
2020-09-21,174.8348388671875,174.98804300365796,168.94993533944884,171.1398702771739,4871300
2020-09-22,172.68994140625,176.7634164759572,169.81507788088908,174.8348266699623,3355800
2020-09-23,167.73324584960938,173.86147824581397,167.50794328909728,173.03236647329467,3116100
2020-09-24,175.8351593017578,177.9530092134955,168.57140577680437,170.3107352244781,5114600
2020-09-25,175.6909637451172,176.08749851911563,170.8785035364182,173.89756386005055,3106000
2020-09-28,179.4039306640625,181.92730835727704,177.67359488674813,178.24136174340995,3280100
2020-09-29,177.34918212890625,179.13358855713844,176.12353547933316,178.5838496830348,2400000
2020-09-30,181.11627197265625,183.01782664293376,178.7641120606199,179.05249226462763,3075800
2020-10-01,178.93531799316406,183.06286305210526,178.3224878035896,181.62092098953607,2288700
2020-10-02,180.15194702148438,180.8729180659954,175.99736667589852,176.04242994456402,2541200
2020-10-05,181.86428833007812,182.80154123389545,179.87260700131688,181.98143634844192,2551600
2020-10-06,181.2244110107422,185.73046338308973,180.1519683459026,184.07223941039717,2833100
2020-10-07,183.48643493652344,184.7481239409344,181.29648660933586,183.75678704362664,2326600
2020-10-08,187.43374633789062,187.59597137029834,183.9460662819969,184.88331910337638,2330600
2020-10-09,187.0371856689453,189.08293696658663,185.7124191363079,188.1366633706642,3040900
2020-10-12,192.9671630859375,193.6610989322349,186.92004910805485,186.92004910805485,3474200
2020-10-13,189.98416137695312,192.95815843397287,188.51518403105948,192.86803189382283,3317300
2020-10-14,190.3626708984375,193.26456951637778,189.49751660631665,192.75088673381467,7550100
2020-10-15,187.9925079345703,189.91207686831268,186.46043914757038,188.8756903372295,4325700
2020-10-16,185.8385772705078,189.25415816972676,185.4780849088818,187.74013150503018,3244500
2020-10-19,185.36997985839844,187.37066815964238,184.37864286178922,186.90203487475617,3235300
2020-10-20,187.47879028320312,190.49785049285478,186.07290432038008,186.28017885300687,3335500
2020-10-21,182.86460876464844,187.4067032095328,182.05351113962575,186.90202757692114,3083600
2020-10-22,185.10861206054688,185.9827872552739,182.22474150899455,183.12595191581588,2136900
2020-10-23,184.78419494628906,187.64104433369312,183.86497013690078,186.33427810704458,2110200
2020-10-26,181.26943969726562,182.7744592522958,178.8992522012174,182.4860791062084,3249700
2020-10-27,176.34884643554688,180.7737928491639,176.10552952582992,180.24208200757263,3430400
2020-10-28,171.02268981933594,174.2670387877122,170.2746835880764,172.41054769027753,4214600
2020-10-29,171.1759033203125,173.34782365602004,168.43621603964607,171.04973441603045,3581200
2020-10-30,170.36483764648438,171.59048455407267,167.19258638680552,170.78840770838943,3658800
2020-11-02,171.41021728515625,173.66324331085858,169.63483167679246,173.0323987739378,2459600
2020-11-03,178.3765411376953,179.34084272183566,174.1318484906282,174.78072098149076,4545500
2020-11-04,178.32249450683594,180.9810761440967,175.64589856286543,176.86253808335354,3868500
2020-11-05,182.90968322753906,183.95507692275143,179.39495414014183,179.92666501765044,2892800
2020-11-06,181.37759399414062,184.19838685079134,180.62058058417892,184.15332358204574,2475100
2020-11-09,193.69715881347656,196.46388154414151,188.686430823856,193.3006377596846,6960500
2020-11-10,195.98623657226562,196.8063413775385,190.3176151725005,193.98554828427558,4166500
2020-11-11,196.50889587402344,198.19415462488485,193.78723709479715,197.04060661608239,2680700
2020-11-12,193.31858825683594,195.4364376529493,191.41703425161577,193.95845352695184,3005500
2020-11-13,197.43719482421875,199.1314749374925,194.12975399241998,194.5262888062824,2832100
2020-11-16,200.41116333007812,202.41185142013265,198.29331349332443,201.44754973873196,3004700
2020-11-17,202.4568634033203,202.6371164421723,196.76122216110264,198.28426958031923,2722900
2020-11-18,202.14151000976562,205.22364814928991,201.42954604178354,202.77235458486467,2856200
2020-11-19,202.38482666015625,202.7182701085905,200.16784301972717,202.14149600113097,1505200
2020-11-20,201.28533935546875,202.6010987799627,200.6364667963231,200.9699102289973,1848100
2020-11-23,206.22396850585938,207.27838297779837,203.43021088691145,203.727611956132,3371300
2020-11-24,214.0374755859375,214.5962216480782,207.8461643767984,208.26973437596308,3915200
2020-11-25,213.1722869873047,213.99239169401287,209.46831195350128,211.78442911942645,2272800
2020-11-27,212.14492797851562,213.8572360322756,210.69397864808107,213.5868701552209,1050400
2020-11-30,207.80108642578125,211.7844345661797,207.60281904650262,209.12586675488,2705400
2020-12-01,210.2929229736328,212.82099880347008,209.63145738378762,210.18419269210563,2577600
2020-12-02,215.3400115966797,215.77496036174236,209.8398550836072,210.29291634413153,2136300
2020-12-03,213.3647003173828,216.42739928181112,212.61261686289694,215.01383634153584,2142600
2020-12-04,217.08885192871094,217.24289110996259,214.7057450908569,215.38533703384948,2373000
2020-12-07,216.06488037109375,217.33346000843488,213.3465132106447,216.14642806758795,1788600
2020-12-08,216.4182891845703,216.735437582194,214.37045736311936,214.76008339176335,1371800
2020-12-09,220.02468872070312,222.3262339611159,217.04353772757946,217.46941644088287,3552300
2020-12-10,221.4563446044922,222.16311908392288,217.02540590975386,217.4694109345584,2541700
2020-12-11,217.46034240722656,218.55674288269802,214.84164895147958,218.20335566293744,2077300
2020-12-14,215.4668426513672,220.64080771672903,215.10439921645107,220.44145967962592,1927800
2020-12-15,219.67127990722656,220.74051169008774,214.92320666438349,217.01634751167745,2348000
2020-12-16,220.88551330566406,221.00329984348082,218.48428008472587,220.69522147329266,2400900
2020-12-17,221.48353576660156,222.84271963766838,220.1877871128245,222.00003227424693,2983600
2020-12-18,219.39947509765625,222.3534298707015,217.97685594312486,222.3534298707015,4088100
2020-12-21,232.85537719726562,236.36206695615203,225.40703508476676,226.79340144648148,7408500
2020-12-22,226.61216735839844,233.50777380004035,226.3493979231862,232.7466065836602,3599800
2020-12-23,232.37515258789062,236.11741570983835,227.70861288689198,227.88983464221548,3376100
2020-12-24,232.1123504638672,233.43528161412726,229.92859184955748,232.9097427142152,968100
2020-12-28,235.2203369140625,237.9930695572409,232.87348295281876,233.6074399670328,2793400
2020-12-29,233.78871154785156,236.3711389536116,232.42045751053408,235.82748749092642,1430900
2020-12-30,235.09349060058594,236.18082099471678,233.625548941614,234.51355893491845,1566500
2020-12-31,238.9535675048828,239.15291556997647,233.779615539374,234.50450251098803,2043100
2021-01-04,240.12249755859375,242.46028178274491,235.7368673365985,241.93474282318692,3572000
2021-01-05,245.49574279785156,247.8244840746065,237.92057257254172,239.1075907410883,4207100
2021-01-06,258.74322509765625,261.3075668248867,247.46201847028485,250.3525509691245,6383500
2021-01-07,264.2706298828125,268.1126082071205,259.76719981046443,260.7548700481211,4009700
2021-01-08,262.8480529785156,264.84153392141087,258.29932711221574,264.58782067892145,2800800
2021-01-11,266.2459411621094,267.30611657127525,257.5200053985442,259.87590159195804,2649700
2021-01-12,273.8393249511719,275.4431797782547,268.23042339950774,269.24530402034856,4814400
2021-01-13,274.500732421875,275.2075068144268,271.0212255929538,271.9092078807437,2413800
2021-01-14,278.96795654296875,280.3633930702342,275.04445790691733,275.5065616226523,3192200
2021-01-15,272.751953125,276.24050276281986,269.0096626308068,272.9150485446698,3863700
2021-01-19,266.58123779296875,277.8171507242839,266.21876668819823,276.36734926319036,6727800
2021-01-20,263.201416015625,269.5261613169833,260.4921184625106,268.0491771483405,4792600
2021-01-21,262.2047424316406,265.258371752608,261.44360262054533,263.1833705121006,2516000
2021-01-22,262.22283935546875,263.310169912348,258.69800907586546,259.77629721032156,2568800
2021-01-25,256.46893310546875,259.46819651984754,251.44900645900037,258.72516939565327,4575000
2021-01-26,255.3090362548828,258.94256799017955,253.78672972621956,257.2753062232236,3296800
2021-01-27,247.67042541503906,251.33116768320087,245.84913818021326,250.08978440965123,3891800
2021-01-28,249.20181274414062,253.56025997990452,245.85821833587008,248.83029918181438,3778700
2021-01-29,245.71327209472656,251.3583980683282,245.21488808431127,248.52222996955246,3412000
2021-02-01,248.9390869140625,250.81473979351458,246.4653621114391,247.06340638194152,2324100
2021-02-02,260.0299987792969,261.1898345795626,251.90207810275248,252.1920439659856,5195500
2021-02-03,261.4616394042969,262.60336261664406,258.40801096763056,259.7037595213064,2712800
2021-02-04,266.1734924316406,268.0582151215159,262.3405841856656,262.7755329537899,2994700
2021-02-05,265.94696044921875,269.3358498357325,264.7599421565308,267.3061442334567,2938100
2021-02-08,271.97271728515625,272.6432668731916,266.85312966590294,267.3061910065921,2826200
2021-02-09,272.2535705566406,274.05677321459603,269.75269115068704,271.47431844571753,2071700
2021-02-10,275.7149963378906,276.53050118496833,269.7980165931058,271.8367925371343,3213700
2021-02-11,273.93896484375,276.37643661661787,271.0846844575311,275.4431315340723,2159900
2021-02-12,277.5634460449219,277.9077770134038,273.4405721494986,273.63992020216375,1977300
2021-02-16,282.67401123046875,283.5439088754019,280.19124404397644,280.89801859756676,2792200
2021-02-17,283.3807067871094,285.41043974013064,279.77435738040884,280.9251228582631,2333100
2021-02-18,280.80743408203125,284.97560425347496,278.7052226699749,280.1912772500163,2093300
2021-02-19,285.9903259277344,287.04143115090267,281.10634093889536,281.10634093889536,2749500
2021-02-22,287.1230773925781,290.4666721566417,282.9005425589133,283.616387189455,3162300
2021-02-23,289.24334716796875,289.9591916651378,281.4235057933234,288.12883422271045,2942500
2021-02-24,299.6004333496094,299.8994416839619,290.0498920126064,290.1133272404807,3934400
2021-02-25,296.9908142089844,304.2850916002859,295.6588126028793,302.03789712831997,4244000
2021-02-26,289.48797607421875,297.8242850375787,289.0892800311168,295.1874657013334,3732200
2021-03-01,300.1221923828125,301.1410314236335,294.1091820360904,295.64654629774117,2957800
2021-03-02,301.05010986328125,305.825939515552,299.7492714968953,300.1950067141622,2850300
2021-03-03,304.224853515625,309.38276112637095,303.15143573970477,303.5425922198867,3606300
2021-03-04,299.5491027832031,309.07347154756184,294.664116365268,303.04227727333955,3647600
2021-03-05,297.802490234375,305.27096913162393,287.87785967109056,305.27096913162393,3740200
2021-03-08,304.0065612792969,307.09947382991106,299.3762842742939,301.43214625323435,2998000
2021-03-09,300.73175048828125,306.00792241942486,296.1651571241842,298.93967594843167,3324800
2021-03-10,311.12939453125,311.4750780962642,301.58684025051366,302.07807625139117,3153100
2021-03-11,311.2021484375,313.84022009765806,306.0715297748344,308.07284083359446,2756600
2021-03-12,317.3061218261719,318.38864544157616,312.6030822383983,314.0403673371398,2436700
2021-03-15,314.79534912109375,320.59004501574015,311.11114924767395,317.87918348729795,2276200
2021-03-16,310.8473815917969,315.5686326810506,307.2450491879498,314.09495250498986,2332600
2021-03-17,313.79473876953125,315.68686464282007,309.6556700447048,313.4945282380562,2710900
2021-03-18,316.5692443847656,324.6199333071521,315.6504569470497,319.07086916079464,3713000
2021-03-19,313.1124572753906,315.87786969970006,309.8648868915031,315.1319517922898,3513000
2021-03-22,308.6822814941406,311.9116682115217,305.6530536240806,310.2560408416835,2094500
2021-03-23,301.80511474609375,311.0111176971563,301.4048525412091,307.12675872174617,2457500
2021-03-24,298.9668884277344,306.5081575765032,298.77586304180085,303.3060879514882,3332200
2021-03-25,300.6953430175781,301.45950024879045,292.8448114858318,297.7843775742433,2804700
2021-03-26,297.82073974609375,305.1527728804267,293.54522415403505,304.297669762015,3082600
2021-03-29,296.3106689453125,298.1573219277326,289.02410869032127,291.4165763164877,4533200
2021-03-30,302.0234375,305.42563825774147,299.1488399262202,299.6582594697981,2717300
2021-03-31,297.4659118652344,302.6056078482641,296.04681065338536,300.4041937104418,2624500
2021-04-01,298.04815673828125,299.8857039707293,294.88245409656633,295.00979511204036,2659000
2021-04-05,294.31842041015625,302.7875546844334,293.87265750642246,302.7875546844334,3235000
2021-04-06,297.5204772949219,298.86681612676017,294.7368536755552,295.1825887990473,1801700
2021-04-07,297.0566101074219,299.46728932521563,294.1456447158769,298.10276649006664,2157300
2021-04-08,301.2320251464844,301.55039154691985,293.79991310492625,295.00069966617815,2402800
2021-04-09,300.93182373046875,304.6524188336877,299.0942765514657,303.8337107939847,2347100
2021-04-12,301.8688049316406,304.2703782070766,300.1404150653234,302.62385637133764,2318800
2021-04-13,298.08453369140625,300.2404751744029,294.90064730456726,299.7492669771309,3575900
2021-04-14,305.0617980957031,313.3580916947391,296.6927144061294,298.8759451804096,9876800
2021-04-15,307.9727478027344,310.5198733797243,304.32494283395044,308.29114197001866,4354800
2021-04-16,311.3932189941406,312.694057490315,308.0364904541597,309.55567149104024,4231900
