Price,Close,High,Low,Open,Volume
Ticker,JPM,JPM,JPM,JPM,JPM
Date,,,,,
2020-01-02,121.47718811035156,121.48580642641457,119.90157337902126,120.35789744934524,10803700
2020-01-03,119.87417602539062,120.64537702525638,118.78236738507113,119.14630359851095,10386800
2020-01-06,119.77886962890625,119.81353777933928,118.27979606229843,118.33178506592263,10259000
2020-01-07,117.74252319335938,119.45822590527479,117.69053420542578,118.9556436518811,10531300
2020-01-08,118.66104888916016,119.21562021609292,117.49991723933584,117.5865611585927,9695300
2020-01-09,119.09430694580078,119.77885075570019,118.74769160621234,119.62288376940282,9469000
2020-01-10,117.90716552734375,118.92965089704674,117.68186228030838,118.89499597859137,10190900
2020-01-13,118.88636779785156,118.88636779785156,117.63857870392461,118.01118863542924,12355200
2020-01-14,120.27281188964844,121.97118133056283,119.31097549432482,119.52760519397404,24906000
2020-01-15,118.47039794921875,120.09945678936411,117.97647610946426,119.44956798254292,16293400
2020-01-16,118.92969512939453,119.49292701241714,118.57441927849031,119.10299623016869,10783800
2020-01-17,119.75286102294922,119.83084451920085,118.99033368956017,119.1809556063896,14697700
2020-01-21,118.57439422607422,119.6402215535987,118.44442173346083,118.87768100487035,8474200
2020-01-22,118.43573760986328,119.05963196326915,118.17579264762958,118.92099905741868,7549100
2020-01-23,118.3144302368164,118.48774451452931,116.73737344140855,117.59523151680455,9345700
2020-01-24,115.37694549560547,118.21912542599885,114.65774669800865,118.16713642588577,15166400
2020-01-27,114.40644836425781,115.19498345433558,112.39613211118602,112.88138040599561,12860500
2020-01-28,116.486083984375,116.95401141235426,114.7963754322809,115.10832264359242,13062800
2020-01-29,116.31278228759766,117.44791948256025,115.84486808417164,116.815364637662,9326000
2020-01-30,117.7511978149414,117.95916701377257,114.97834127397377,114.97834127397377,9048900
2020-01-31,114.69237518310547,116.83267667450222,113.92117434116236,116.53806359376473,12785200
2020-02-03,115.56756591796875,116.32144598961938,114.95234519899189,114.95234519899189,10021100
2020-02-04,117.23125457763672,118.36640465314724,117.04929313960687,117.4565577969383,9157100
2020-02-05,119.22428894042969,119.34560101345234,117.85518798944582,118.34044950356075,10150700
2020-02-06,119.24158477783203,119.83081088013446,118.80832562424962,119.78749554239228,8992300
2020-02-07,118.86034393310547,119.29360319358426,118.10647705091986,118.47907366836041,6379800
2020-02-10,119.35425567626953,119.44957323434163,118.49639765362062,118.66969869865476,5960700
2020-02-11,119.57955169677734,120.29010320560452,119.38891657109312,119.80484174439377,6578600
2020-02-12,119.57955169677734,120.69735473190498,119.40625064307065,120.0994680799203,7958000
2020-02-13,119.47557067871094,119.87416176992463,118.19311382535788,119.36291904674846,7447500
2020-02-14,119.11161041259766,119.7441650645299,118.66101719792408,119.44087837307232,6627600
2020-02-18,117.53456115722656,119.32826068199127,117.0233184488044,119.00763986689455,8996400
2020-02-19,119.13764190673828,119.91750332410463,118.14113762674356,118.63505955389314,7071200
